trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id
6,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,25,0,26,0,0,0,0,51,26,25,51,0,0,collision_intent:25;state:25;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
7,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,108,29,102,7,0,0,0,227,109,118,218,9,69,clue:1;collision_intent:108;dga_entry:9;state:108;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
8,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,11,0,12,0,0,0,0,23,12,11,23,0,0,collision_intent:11;state:11;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
9,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,17,0,18,0,0,0,0,35,18,17,35,0,0,collision_intent:17;state:17;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
10,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,59,0,60,0,0,0,0,119,60,59,119,0,0,collision_intent:59;state:59;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
11,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,174,107,163,12,0,0,0,361,175,186,352,9,227,clue:3;collision_intent:174;dga_entry:9;state:174;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
12,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,179,149,178,2,0,0,0,365,180,185,362,3,305,clue:3;collision_intent:179;dga_entry:3;state:179;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
13,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,44,0,45,0,0,0,0,89,45,44,89,0,0,collision_intent:44;state:44;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
14,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,48,0,49,0,0,0,0,97,49,48,97,0,0,collision_intent:48;state:48;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
15,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,43,11,44,0,0,0,0,92,44,48,89,3,28,clue:2;collision_intent:43;dga_entry:3;state:43;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
16,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,125,92,120,6,0,0,0,260,126,134,254,6,194,clue:3;collision_intent:125;dga_entry:6;state:125;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
17,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,71,5,72,0,0,0,0,148,72,76,145,3,16,clue:2;collision_intent:71;dga_entry:3;state:71;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
18,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,83,25,84,0,0,0,0,171,84,87,168,3,55,clue:1;collision_intent:83;dga_entry:3;state:83;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
19,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,112,40,105,8,0,0,0,233,113,120,227,6,89,clue:2;collision_intent:112;dga_entry:6;state:112;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
20,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,10,1,11,0,0,0,0,25,11,14,22,3,7,clue:1;collision_intent:10;dga_entry:3;state:10;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
21,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,174,134,169,6,0,0,0,356,175,181,353,3,276,clue:4;collision_intent:174;dga_entry:3;state:174;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
22,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,175,154,167,9,0,0,0,378,176,202,354,24,336,clue:3;collision_intent:175;dga_entry:24;state:175;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
23,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,173,138,167,7,0,0,0,375,174,201,351,24,305,clue:4;collision_intent:173;dga_entry:24;state:173;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
24,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,136,47,123,14,0,0,0,280,137,143,274,6,102,clue:1;collision_intent:136;dga_entry:6;state:136;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
25,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,53,52,53,1,0,0,0,114,54,60,108,6,112,clue:1;collision_intent:53;dga_entry:6;state:53;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
26,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,15,0,16,0,0,0,0,31,16,15,31,0,0,collision_intent:15;state:15;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
27,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,5,1,6,0,0,0,0,15,6,9,12,3,7,clue:1;collision_intent:5;dga_entry:3;state:5;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
28,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,180,171,172,9,0,0,0,380,181,199,365,15,362,clue:4;collision_intent:180;dga_entry:15;state:180;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
29,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,91,11,90,2,0,0,0,191,92,99,185,6,31,clue:2;collision_intent:91;dga_entry:6;state:91;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
30,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,25,0,26,0,0,0,0,51,26,25,51,0,0,collision_intent:25;state:25;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
31,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,124,94,123,2,0,0,0,258,125,133,252,6,198,clue:3;collision_intent:124;dga_entry:6;state:124;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
32,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,148,91,141,8,0,0,0,309,149,160,300,9,195,clue:3;collision_intent:148;dga_entry:9;state:148;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
33,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,66,1,67,0,0,0,0,137,67,70,134,3,7,clue:1;collision_intent:66;dga_entry:3;state:66;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
34,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,126,80,120,7,0,0,0,271,127,144,256,15,179,clue:3;collision_intent:126;dga_entry:15;state:126;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
35,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,148,111,138,11,0,0,0,308,149,159,299,9,234,clue:2;collision_intent:148;dga_entry:9;state:148;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
36,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,205,160,192,14,0,0,0,430,206,224,415,15,340,clue:4;collision_intent:205;dga_entry:15;state:205;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
37,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,40,38,39,2,0,0,0,93,41,52,84,9,89,clue:3;collision_intent:40;dga_entry:9;state:40;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
38,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,76,58,77,0,0,0,0,159,77,82,156,3,123,clue:3;collision_intent:76;dga_entry:3;state:76;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
39,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,161,156,152,10,0,0,0,347,162,185,326,21,337,clue:3;collision_intent:161;dga_entry:21;state:161;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
40,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,52,8,53,0,0,0,0,109,53,56,106,3,21,clue:1;collision_intent:52;dga_entry:3;state:52;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
41,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,205,142,184,22,0,0,0,423,206,217,414,9,297,clue:3;collision_intent:205;dga_entry:9;state:205;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
42,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,139,130,132,8,0,0,0,297,140,157,282,15,279,clue:3;collision_intent:139;dga_entry:15;state:139;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
43,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,173,134,157,17,0,0,0,364,174,190,349,15,286,clue:2;collision_intent:173;dga_entry:15;state:173;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
44,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,175,161,169,7,0,0,0,364,176,188,355,9,336,clue:4;collision_intent:175;dga_entry:9;state:175;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
45,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,171,104,159,13,0,0,0,357,172,185,345,12,223,clue:2;collision_intent:171;dga_entry:12;state:171;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
46,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,127,0,121,7,0,0,0,255,128,127,255,0,0,collision_intent:127;state:127;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
47,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,191,156,174,18,0,0,0,396,192,204,387,9,326,clue:4;collision_intent:191;dga_entry:9;state:191;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
48,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,196,170,191,6,0,0,0,403,197,206,397,6,351,clue:4;collision_intent:196;dga_entry:6;state:196;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
49,DGA,ideal,1.0,14,196,1,220,196.0,g14_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,63,0,64,0,0,0,0,127,64,63,127,0,0,collision_intent:63;state:63;target:1,0,0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density220/ideal/dga,g14_d220_ideal_dga
0,DMCHBA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,134,53,125,10,0,0,0,271,135,136,271,0,109,clue:2;collision_intent:134;state:134;target:1,0,0,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba
1,DMCHBA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,194,68,187,8,0,0,0,392,195,197,392,0,140,clue:3;collision_intent:194;state:194;target:1,0,0,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba
2,DMCHBA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,167,103,158,10,0,0,0,339,168,171,339,0,211,clue:4;collision_intent:167;state:167;target:1,0,0,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba
3,DMCHBA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,86,17,87,0,0,0,0,176,87,89,176,0,38,clue:3;collision_intent:86;state:86;target:1,0,0,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba
4,DMCHBA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,1,0,2,0,0,0,0,3,2,1,3,0,0,collision_intent:1;state:1;target:1,0,0,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba
5,DMCHBA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,12,0,13,0,0,0,0,25,13,12,25,0,0,collision_intent:12;state:12;target:1,0,0,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba
6,DMCHBA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,25,0,26,0,0,0,0,51,26,25,51,0,0,collision_intent:25;state:25;target:1,0,0,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba
7,DMCHBA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,102,23,100,3,0,0,0,206,103,103,206,0,48,clue:1;collision_intent:102;state:102;target:1,0,0,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba
8,DMCHBA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,11,0,12,0,0,0,0,23,12,11,23,0,0,collision_intent:11;state:11;target:1,0,0,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba
9,DMCHBA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,17,0,18,0,0,0,0,35,18,17,35,0,0,collision_intent:17;state:17;target:1,0,0,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba
10,DMCHBA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,59,0,60,0,0,0,0,119,60,59,119,0,0,collision_intent:59;state:59;target:1,0,0,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba
11,DMCHBA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,00,186,119,175,12,0,0,0,376,187,189,376,0,242,clue:3;collision_intent:186;state:186;target:1,0,0,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dmchba,g14_d220_bernoulli_025_dmchba
