trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.148064066343714,59.148064066343714,3,3,3,115,34,103,16,10,3,3,331,0,634,1803,96,124,510,243,391,0.06286836935166994,63.4,39.1,acbba_entry:391;collision_intent:124;state:119,0.10000000000000009,0.14320388349514568,known_visit_core_500,10,4,8
343,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.86729689437482,44.86729689437482,1,1,1,87,25,84,7,5,0,0,249,0,493,1398,78,94,399,185,308,0.06532663316582915,49.3,30.8,acbba_entry:308;collision_intent:94;state:91,0.25,0.08928571428571419,known_visit_core_500,10,4,8
344,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,65.9738115564152,65.9738115564152,1,1,1,81,28,83,2,3,0,0,424,0,498,1422,69,87,411,172,326,0.05609756097560976,49.8,32.6,acbba_entry:326;collision_intent:87;state:85,0.30000000000000004,0.14156626506024095,known_visit_core_500,10,4,8
345,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,64.19849739567846,64.19849739567846,0,0,0,70,37,73,1,0,24,1,384,0,342,992,32,78,264,152,190,0.04050632911392405,34.2,19.0,acbba_entry:190;collision_intent:78;state:74,0.3999999999999999,0.3116438356164384,known_visit_core_500,10,4,8
346,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,71.27039425605969,71.27039425605969,1,1,1,103,42,101,6,7,9,1,425,0,583,1665,81,112,471,219,364,0.0574468085106383,58.3,36.4,acbba_entry:364;collision_intent:112;state:107,0.25,0.21039603960396036,known_visit_core_500,10,4,8
347,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,53.96225963455797,53.96225963455797,0,0,0,77,30,81,0,15,1,1,336,0,582,1677,66,87,495,168,414,0.044534412955465584,58.2,41.4,acbba_entry:414;collision_intent:87;state:81,0.25,0.15123456790123457,known_visit_core_500,10,4,8
348,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,48.66162574121083,48.66162574121083,0,0,0,75,27,79,0,6,0,0,300,0,432,1236,57,84,348,163,269,0.05475504322766571,43.2,26.9,acbba_entry:269;collision_intent:84;state:79,0.30000000000000004,0.18670886075949378,known_visit_core_500,10,4,8
349,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,56.657615965415964,56.657615965415964,1,1,1,94,33,90,8,9,0,0,335,0,526,1527,48,99,427,197,329,0.03755868544600939,52.6,32.9,acbba_entry:329;collision_intent:99;state:98,0.25,0.1777777777777778,known_visit_core_500,10,4,8
350,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,79.43894613412495,79.43894613412495,1,1,1,98,46,89,13,9,0,0,509,0,518,1498,53,102,416,204,314,0.04257028112449799,51.8,31.4,acbba_entry:314;collision_intent:102;state:102,0.1499999999999999,0.2219101123595506,known_visit_core_500,10,4,8
351,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,30.289543240041226,30.289543240041226,0,0,0,51,18,55,0,6,0,0,179,0,387,1106,52,56,331,111,276,0.052525252525252523,38.7,27.6,acbba_entry:276;collision_intent:56;state:55,0.1499999999999999,0.1499999999999999,known_visit_core_500,10,4,8
352,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,48.38194793808079,48.38194793808079,0,0,0,69,24,73,0,3,0,0,302,0,388,1121,40,76,312,149,239,0.04287245444801715,38.8,23.9,acbba_entry:239;collision_intent:76;state:73,0.25,0.16095890410958913,known_visit_core_500,10,4,8
353,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,34.236488294292,34.236488294292,1,1,1,71,20,72,3,10,2,1,181,0,423,1207,59,76,347,151,272,0.05684007707129094,42.3,27.2,acbba_entry:272;collision_intent:76;state:75,0.1499999999999999,0.06944444444444442,known_visit_core_500,10,4,8
354,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,34.85770248572828,34.85770248572828,0,0,0,56,21,60,0,3,0,0,210,0,337,968,41,60,277,120,217,0.04945717732207479,33.7,21.7,acbba_entry:217;collision_intent:60;state:60,0.1499999999999999,0.25,known_visit_core_500,10,4,8
355,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,40.26487528011747,40.26487528011747,0,0,0,76,24,80,0,3,0,0,228,0,462,1321,62,84,378,164,298,0.05481874447391689,46.2,29.8,acbba_entry:298;collision_intent:84;state:80,0.1499999999999999,0.10624999999999996,known_visit_core_500,10,4,8
356,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,55.309355770699554,55.309355770699554,2,2,2,101,32,97,8,11,2,2,319,0,603,1723,83,110,493,215,388,0.05623306233062331,60.3,38.8,acbba_entry:388;collision_intent:110;state:105,0.25,0.09020618556701021,known_visit_core_500,10,4,8
357,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,42.011017879324875,42.011017879324875,0,0,0,68,23,72,0,12,0,0,251,0,449,1288,56,74,375,146,303,0.049910873440285206,44.9,30.3,acbba_entry:303;collision_intent:74;state:72,0.10000000000000009,0.11111111111111116,known_visit_core_500,10,4,8
358,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,43.68599897920712,43.68599897920712,1,1,1,95,26,97,2,8,0,0,229,0,516,1496,50,99,417,198,318,0.040032025620496396,51.6,31.8,acbba_entry:318;collision_intent:99;state:99,0.25,0.0489690721649485,known_visit_core_500,10,4,8
359,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,82.99229288824127,82.99229288824127,0,0,0,108,44,108,4,5,0,0,524,0,447,1281,57,114,333,226,221,0.0572289156626506,44.7,22.1,acbba_entry:221;collision_intent:114;state:112,0.1499999999999999,0.18055555555555558,known_visit_core_500,10,4,8
360,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,43.25825853150791,43.25825853150791,1,1,1,56,25,58,2,3,0,0,278,0,373,1076,41,59,314,119,254,0.043617021276595745,37.3,25.4,acbba_entry:254;collision_intent:59;state:60,0.30000000000000004,0.27586206896551735,known_visit_core_500,10,4,8
361,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,71.44129580796167,71.44129580796167,0,0,0,64,41,67,1,2,54,1,435,0,339,978,37,69,270,137,202,0.04579207920792079,33.9,20.2,acbba_entry:202;collision_intent:69;state:68,0.55,0.44402985074626855,known_visit_core_500,10,4,8
362,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,52.427373525113445,52.427373525113445,2,2,2,95,31,94,5,9,0,0,299,0,546,1578,57,108,438,207,339,0.043478260869565216,54.6,33.9,acbba_entry:339;collision_intent:108;state:99,0.25,0.1063829787234043,known_visit_core_500,10,4,8
363,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,61.50471591078249,61.50471591078249,0,0,0,83,27,87,0,8,1,1,386,0,552,1577,76,93,459,180,372,0.055312954876273655,55.2,37.2,acbba_entry:372;collision_intent:93;state:87,0.25,0.1408045977011494,known_visit_core_500,10,4,8
364,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,45.736230726823855,45.736230726823855,0,0,0,69,27,72,1,4,1,1,279,0,405,1164,48,77,328,150,255,0.04892966360856269,40.5,25.5,acbba_entry:255;collision_intent:77;state:73,0.25,0.17361111111111116,known_visit_core_500,10,4,8
365,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,82.22510110715405,82.22510110715405,4,4,4,107,48,97,14,9,0,0,518,0,547,1565,74,113,434,224,323,0.05692307692307692,54.7,32.3,acbba_entry:323;collision_intent:113;state:111,0.25,0.2603092783505154,known_visit_core_500,10,4,8
366,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,38.359087082543006,38.359087082543006,0,0,0,82,23,85,1,5,0,0,207,0,511,1459,71,87,424,173,338,0.05594956658786446,51.1,33.8,acbba_entry:338;collision_intent:87;state:86,0.10000000000000009,0.08529411764705874,known_visit_core_500,10,4,8
367,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,83.10718186425512,83.10718186425512,3,3,3,123,42,108,19,22,6,5,511,0,810,2339,88,139,671,266,544,0.04378109452736319,81.0,54.4,acbba_entry:544;collision_intent:139;state:127,0.3999999999999999,0.22685185185185186,known_visit_core_500,10,4,8
368,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,42.25613142789696,42.25613142789696,0,0,0,64,25,66,2,2,0,0,261,0,361,1041,39,70,291,138,223,0.04482758620689655,36.1,22.3,acbba_entry:223;collision_intent:70;state:68,0.25,0.20454545454545459,known_visit_core_500,10,4,8
369,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,45.992733822940956,45.992733822940956,1,1,1,74,27,76,2,3,0,0,280,0,391,1119,51,79,312,157,234,0.05466237942122187,39.1,23.4,acbba_entry:234;collision_intent:79;state:78,0.3999999999999999,0.19736842105263164,known_visit_core_500,10,4,8
370,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,53.69339142274916,53.69339142274916,1,1,1,98,31,96,6,7,1,1,302,0,621,1781,79,106,515,208,413,0.051232166018158234,62.1,41.3,acbba_entry:413;collision_intent:106;state:102,0.3999999999999999,0.0625,known_visit_core_500,10,4,8
371,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,41.23921519502464,41.23921519502464,0,0,0,64,24,68,0,10,0,0,247,0,397,1144,44,68,329,136,261,0.044715447154471545,39.7,26.1,acbba_entry:261;collision_intent:68;state:68,0.25,0.15441176470588225,known_visit_core_500,10,4,8
372,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,82.62701588578702,82.62701588578702,1,1,1,74,47,76,2,4,0,0,571,0,432,1236,57,81,351,159,273,0.054285714285714284,43.2,27.3,acbba_entry:273;collision_intent:81;state:78,0.44999999999999996,0.45394736842105265,known_visit_core_500,10,4,8
373,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,153.91577800853528,153.91577800853528,1,1,1,70,21,73,1,8,124,2,994,3,528,1506,75,78,450,152,376,0.0556792873051225,52.8,37.6,acbba_entry:376;collision_intent:78;state:74,0.25,0.09246575342465757,known_visit_core_500,10,4,8
374,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,54.3757397054801,54.3757397054801,0,0,0,88,32,81,11,12,0,0,321,0,584,1670,79,97,487,189,395,0.0541838134430727,58.4,39.5,acbba_entry:395;collision_intent:97;state:92,0.25,0.2191358024691359,known_visit_core_500,10,4,8
375,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,70.66634496352191,70.66634496352191,2,2,2,85,40,85,4,8,0,0,460,0,498,1432,59,92,406,181,317,0.048559670781893,49.8,31.7,acbba_entry:317;collision_intent:92;state:89,0.30000000000000004,0.24411764705882355,known_visit_core_500,10,4,8
376,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,35.14953270451495,35.14953270451495,1,1,1,65,21,64,5,12,0,0,202,0,457,1312,56,69,388,138,319,0.04823428079242033,45.7,31.9,acbba_entry:319;collision_intent:69;state:69,0.10000000000000009,0.15625,known_visit_core_500,10,4,8
377,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,65.59600483626726,65.59600483626726,2,2,2,90,38,90,4,9,1,1,409,0,597,1708,80,94,503,188,409,0.05312084993359894,59.7,40.9,acbba_entry:409;collision_intent:94;state:94,0.44999999999999996,0.2777777777777777,known_visit_core_500,10,4,8
378,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,70.30820422076826,70.30820422076826,2,2,2,82,41,81,5,5,0,0,462,0,457,1310,58,87,370,173,284,0.052393857271906055,45.7,28.4,acbba_entry:284;collision_intent:87;state:86,0.3999999999999999,0.3179012345679013,known_visit_core_500,10,4,8
379,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,54.399853207596315,54.399853207596315,0,0,0,75,32,79,0,3,3,3,344,0,476,1375,50,84,392,163,313,0.042625745950554135,47.6,31.3,acbba_entry:313;collision_intent:84;state:79,0.44999999999999996,0.231012658227848,known_visit_core_500,10,4,8
380,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,48.33772990403241,48.33772990403241,0,0,0,62,29,65,1,1,0,0,310,0,283,817,29,65,218,131,152,0.0445468509984639,28.3,15.2,acbba_entry:152;collision_intent:65;state:66,0.30000000000000004,0.3423076923076922,known_visit_core_500,10,4,8
381,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,45.390798850504815,45.390798850504815,1,1,1,81,23,76,9,11,0,0,263,0,629,1806,78,92,537,177,452,0.048507462686567165,62.9,45.2,acbba_entry:452;collision_intent:92;state:85,0.10000000000000009,0.11842105263157898,known_visit_core_500,10,4,8
382,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,41.11725919860815,41.11725919860815,1,1,1,73,24,76,1,7,0,0,236,0,503,1447,59,80,423,157,346,0.04660347551342812,50.3,34.6,acbba_entry:346;collision_intent:80;state:77,0.44999999999999996,0.1513157894736843,known_visit_core_500,10,4,8
383,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,57.944149069746345,57.944149069746345,1,1,1,63,34,65,2,0,6,2,374,0,375,1075,48,71,304,138,237,0.05274725274725275,37.5,23.7,acbba_entry:237;collision_intent:71;state:67,0.44999999999999996,0.3730769230769231,known_visit_core_500,10,4,8
384,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,71.84597788198488,71.84597788198488,1,1,1,102,29,100,6,16,4,3,445,0,616,1766,79,117,499,223,393,0.05287817938420348,61.6,39.3,acbba_entry:393;collision_intent:117;state:106,0.25,0.030000000000000027,known_visit_core_500,10,4,8
385,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,73.69812977887568,73.69812977887568,4,4,4,101,32,97,8,8,0,0,463,0,541,1558,62,106,435,211,330,0.047619047619047616,54.1,33.0,acbba_entry:330;collision_intent:106;state:105,0.44999999999999996,0.11082474226804129,known_visit_core_500,10,4,8
386,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,63.289309702092474,63.289309702092474,0,0,0,54,37,58,0,0,0,0,438,0,276,800,25,57,219,115,161,0.0382262996941896,27.6,16.1,acbba_entry:161;collision_intent:57;state:58,0.3999999999999999,0.4137931034482758,known_visit_core_500,10,4,8
387,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,45.73014793800582,45.73014793800582,0,0,0,77,27,81,0,7,1,1,272,0,528,1515,66,86,442,167,361,0.049886621315192746,52.8,36.1,acbba_entry:361;collision_intent:86;state:81,0.30000000000000004,0.15740740740740744,known_visit_core_500,10,4,8
388,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,45.63951413941344,45.63951413941344,0,0,0,71,27,75,0,1,1,1,278,0,416,1198,47,74,342,149,267,0.04594330400782014,41.6,26.7,acbba_entry:267;collision_intent:74;state:75,0.3500000000000001,0.28333333333333344,known_visit_core_500,10,4,8
389,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,47.02954609193167,47.02954609193167,2,2,2,81,27,82,3,12,1,1,277,0,508,1452,69,91,417,176,332,0.055288461538461536,50.8,33.2,acbba_entry:332;collision_intent:91;state:85,0.25,0.10975609756097571,known_visit_core_500,10,4,8
390,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,34.81337806810649,34.81337806810649,0,0,0,77,21,81,0,6,0,0,180,0,586,1690,65,82,504,163,423,0.043074884029158385,58.6,42.3,acbba_entry:423;collision_intent:82;state:81,0.1499999999999999,0.04012345679012341,known_visit_core_500,10,4,8
391,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,53.35047345652223,53.35047345652223,2,2,2,78,31,78,4,4,6,1,320,0,393,1119,57,86,307,168,225,0.06209150326797386,39.3,22.5,acbba_entry:225;collision_intent:86;state:82,0.5,0.21794871794871784,known_visit_core_500,10,4,8
392,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,38.52782852130341,38.52782852130341,0,0,0,75,23,78,1,4,0,0,213,0,480,1389,48,81,399,160,320,0.04020100502512563,48.0,32.0,acbba_entry:320;collision_intent:81;state:79,0.1499999999999999,0.07051282051282048,known_visit_core_500,10,4,8
393,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,57.12283212666211,57.12283212666211,1,1,1,82,34,82,4,4,0,0,353,0,412,1193,40,89,323,175,237,0.041407867494824016,41.2,23.7,acbba_entry:237;collision_intent:89;state:86,0.25,0.25,known_visit_core_500,10,4,8
394,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,90.3510750672008,90.3510750672008,3,3,3,122,53,110,16,12,0,0,567,0,651,1880,70,132,519,258,393,0.04504504504504504,65.1,39.3,acbba_entry:393;collision_intent:132;state:126,0.30000000000000004,0.27727272727272734,known_visit_core_500,10,4,8
395,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,64.53477419179139,64.53477419179139,2,2,2,110,37,105,9,17,3,1,373,0,745,2134,98,119,626,233,512,0.05226666666666667,74.5,51.2,acbba_entry:512;collision_intent:119;state:114,0.25,0.14047619047619042,known_visit_core_500,10,4,8
396,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,42.429173913747476,42.429173913747476,0,0,0,69,25,72,1,5,0,0,251,0,403,1154,52,74,329,147,256,0.052845528455284556,40.3,25.6,acbba_entry:256;collision_intent:74;state:73,0.3500000000000001,0.17361111111111116,known_visit_core_500,10,4,8
397,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,49.8804889872147,49.8804889872147,1,1,1,88,29,90,2,10,0,0,285,0,578,1657,74,94,484,186,392,0.05106970324361629,57.8,39.2,acbba_entry:392;collision_intent:94;state:92,0.10000000000000009,0.11111111111111116,known_visit_core_500,10,4,8
398,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,48.08160859024122,48.08160859024122,1,1,1,65,28,68,1,2,0,0,301,0,290,839,25,70,220,139,151,0.0380517503805175,29.0,15.1,acbba_entry:151;collision_intent:70;state:69,0.30000000000000004,0.30147058823529416,known_visit_core_500,10,4,8
399,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,49.01717545805724,49.01717545805724,1,1,1,66,29,63,7,6,0,0,310,0,370,1061,46,70,300,140,230,0.05128205128205128,37.0,23.0,acbba_entry:230;collision_intent:70;state:70,0.25,0.3134920634920635,known_visit_core_500,10,4,8
400,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,50.67323848399318,50.67323848399318,0,0,0,39,30,43,0,1,0,0,357,0,249,718,26,42,207,85,164,0.042071197411003236,24.9,16.4,acbba_entry:164;collision_intent:42;state:43,0.6000000000000001,0.5290697674418605,known_visit_core_500,10,4,8
401,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,55.7771975347606,55.7771975347606,2,2,2,93,28,93,4,4,0,0,328,0,460,1322,55,99,361,196,264,0.05092592592592592,46.0,26.4,acbba_entry:264;collision_intent:99;state:97,0.1499999999999999,0.11559139784946226,known_visit_core_500,10,4,8
402,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,145.3099118129394,145.3099118129394,1,1,1,71,21,72,3,11,120,1,925,1,610,1752,72,80,530,155,455,0.045454545454545456,61.0,45.5,acbba_entry:455;collision_intent:80;state:75,0.1499999999999999,0.03472222222222232,known_visit_core_500,10,4,8
403,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,48.01381490541658,48.01381490541658,0,0,0,65,20,69,0,0,0,0,304,0,348,1005,36,71,277,140,208,0.043478260869565216,34.8,20.8,acbba_entry:208;collision_intent:71;state:69,0.1499999999999999,0.10507246376811596,known_visit_core_500,10,4,8
404,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,46.20458239355125,46.20458239355125,0,0,0,82,23,86,0,7,2,2,267,0,552,1596,57,91,461,177,375,0.041304347826086954,55.2,37.5,acbba_entry:375;collision_intent:91;state:86,0.10000000000000009,0.05232558139534893,known_visit_core_500,10,4,8
405,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,38.80355945796259,38.80355945796259,0,0,0,55,23,59,0,3,0,0,244,0,384,1091,58,59,325,118,266,0.059670781893004114,38.4,26.6,acbba_entry:266;collision_intent:59;state:59,0.30000000000000004,0.18220338983050843,known_visit_core_500,10,4,8
406,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,56.11932284482807,56.11932284482807,0,0,0,68,33,72,0,5,0,0,365,0,349,1014,30,76,273,148,201,0.03676470588235294,34.9,20.1,acbba_entry:201;collision_intent:76;state:72,0.55,0.3055555555555556,known_visit_core_500,10,4,8
407,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,43.72544986851409,43.72544986851409,1,1,1,73,25,73,4,8,0,0,262,0,532,1532,61,81,451,158,374,0.04518518518518518,53.2,37.4,acbba_entry:374;collision_intent:81;state:77,0.25,0.18150684931506844,known_visit_core_500,10,4,8
408,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,34.654122049686976,34.654122049686976,0,0,0,68,21,71,1,6,0,0,195,0,448,1272,69,72,376,144,304,0.06133333333333333,44.8,30.4,acbba_entry:304;collision_intent:72;state:72,0.1499999999999999,0.0880281690140845,known_visit_core_500,10,4,8
409,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,64.99334868412724,64.99334868412724,1,1,1,69,38,65,8,1,0,0,431,0,320,920,37,72,248,145,175,0.04993252361673414,32.0,17.5,acbba_entry:175;collision_intent:72;state:73,0.3500000000000001,0.4653846153846153,known_visit_core_500,10,4,8
410,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,58.51929200629085,58.51929200629085,1,1,1,93,34,96,1,16,0,0,349,0,624,1797,72,101,523,198,426,0.04597701149425287,62.4,42.6,acbba_entry:426;collision_intent:101;state:97,0.25,0.15104166666666674,known_visit_core_500,10,4,8
411,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,55.39723741424781,55.39723741424781,1,1,1,93,32,96,1,9,0,0,324,0,495,1413,69,100,395,197,298,0.0583756345177665,49.5,29.8,acbba_entry:298;collision_intent:100;state:97,0.3999999999999999,0.13541666666666674,known_visit_core_500,10,4,8
