trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.148064066343714,59.148064066343714,3,3,3,115,34,103,16,10,3,3,331,0,634,1803,96,124,510,243,391,0.06286836935166994,63.4,39.1,acbba_entry:391;collision_intent:124;state:119,0.10000000000000009,0.14320388349514568,known_visit_core_500,10,4,8
136,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,54.873713358066276,54.873713358066276,0,0,0,81,27,84,1,4,0,0,340,0,448,1294,48,94,354,179,269,0.045283018867924525,44.8,26.9,acbba_entry:269;collision_intent:94;state:85,0.30000000000000004,0.1607142857142858,known_visit_core_500,10,4,8
137,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,53.10050356228394,53.10050356228394,0,0,0,75,31,78,1,4,22,2,303,0,471,1354,56,80,391,159,312,0.04786324786324787,47.1,31.2,acbba_entry:312;collision_intent:80;state:79,0.10000000000000009,0.19871794871794868,known_visit_core_500,10,4,8
138,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,43.6478041749807,43.6478041749807,1,1,1,78,26,78,4,16,0,0,249,0,559,1605,69,82,477,164,395,0.04831932773109244,55.9,39.5,acbba_entry:395;collision_intent:82;state:82,0.10000000000000009,0.11538461538461542,known_visit_core_500,10,4,8
139,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,47.88255250440757,47.88255250440757,0,0,0,75,24,79,0,6,0,0,291,0,532,1530,63,84,448,163,369,0.04697986577181208,53.2,36.9,acbba_entry:369;collision_intent:84;state:79,0.25,0.11708860759493667,known_visit_core_500,10,4,8
140,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,57.74054987785486,57.74054987785486,0,0,0,85,34,87,2,9,15,4,343,0,421,1202,58,94,327,183,238,0.05930470347648262,42.1,23.8,acbba_entry:238;collision_intent:94;state:89,0.1499999999999999,0.18103448275862077,known_visit_core_500,10,4,8
141,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,68.67967032001731,68.67967032001731,0,0,0,90,40,92,2,6,0,0,436,0,456,1302,63,95,361,189,267,0.058333333333333334,45.6,26.7,acbba_entry:267;collision_intent:95;state:94,0.25,0.21739130434782616,known_visit_core_500,10,4,8
142,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,74.86211997954332,74.86211997954332,0,0,0,66,43,69,1,1,0,0,517,0,310,889,38,69,241,139,171,0.05277777777777778,31.0,17.1,acbba_entry:171;collision_intent:69;state:70,0.6000000000000001,0.4746376811594204,known_visit_core_500,10,4,8
143,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,72.14701855892498,72.14701855892498,1,1,1,73,41,76,1,0,0,0,485,0,373,1077,39,78,295,155,218,0.04421768707482993,37.3,21.8,acbba_entry:218;collision_intent:78;state:77,0.6000000000000001,0.38815789473684204,known_visit_core_500,10,4,8
144,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,66.9436843728671,66.9436843728671,1,1,1,80,39,80,4,1,0,0,430,0,350,999,49,83,267,167,183,0.06132665832290363,35.0,18.3,acbba_entry:183;collision_intent:83;state:84,0.6000000000000001,0.3062499999999999,known_visit_core_500,10,4,8
145,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,53.75663532380101,53.75663532380101,1,1,1,83,31,81,6,13,0,0,325,0,529,1505,79,91,438,178,351,0.060259344012204424,52.9,35.1,acbba_entry:351;collision_intent:91;state:87,0.25,0.13888888888888884,known_visit_core_500,10,4,8
146,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,81.94725747390788,81.94725747390788,1,1,1,102,37,93,13,10,3,1,525,0,567,1631,67,109,458,215,352,0.04886943836615609,56.7,35.2,acbba_entry:352;collision_intent:109;state:106,0.3999999999999999,0.2231182795698925,known_visit_core_500,10,4,8
147,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,41.47891594081826,41.47891594081826,0,0,0,77,24,81,0,6,1,1,240,0,461,1325,55,82,379,163,298,0.048500881834215165,46.1,29.8,acbba_entry:298;collision_intent:82;state:81,0.1499999999999999,0.1450617283950617,known_visit_core_500,10,4,8
148,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,61.73606772535831,61.73606772535831,0,0,0,57,30,61,0,2,0,0,425,0,437,1256,52,66,371,127,310,0.04684684684684685,43.7,31.0,acbba_entry:310;collision_intent:66;state:61,0.1499999999999999,0.3401639344262295,known_visit_core_500,10,4,8
149,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,55.1598952033758,55.1598952033758,2,2,2,82,30,81,5,7,1,1,337,0,479,1375,59,89,390,175,304,0.050556983718937444,47.9,30.4,acbba_entry:304;collision_intent:89;state:86,0.25,0.12037037037037046,known_visit_core_500,10,4,8
150,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,66.30952016333407,66.30952016333407,1,1,1,88,28,88,4,6,0,0,417,0,469,1345,59,95,374,187,282,0.05272564789991063,46.9,28.2,acbba_entry:282;collision_intent:95;state:92,0.10000000000000009,0.10227272727272729,known_visit_core_500,10,4,8
151,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,56.03098273554743,56.03098273554743,1,1,1,92,32,95,1,7,3,2,333,0,649,1873,71,103,546,199,450,0.04342507645259939,64.9,45.0,acbba_entry:450;collision_intent:103;state:96,0.25,0.18157894736842106,known_visit_core_500,10,4,8
152,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,61.27355583220451,61.27355583220451,1,1,1,78,35,78,4,3,1,1,393,0,439,1272,42,86,353,168,271,0.03977272727272727,43.9,27.1,acbba_entry:271;collision_intent:86;state:82,0.44999999999999996,0.3141025641025641,known_visit_core_500,10,4,8
153,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,53.945571425301125,53.945571425301125,2,2,2,100,31,95,9,5,2,2,307,0,555,1593,69,108,447,212,343,0.0515695067264574,55.5,34.3,acbba_entry:343;collision_intent:108;state:104,0.25,0.17105263157894735,known_visit_core_500,10,4,8
154,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,56.90394644184368,56.90394644184368,1,1,1,83,34,85,2,9,0,0,351,0,508,1456,65,90,418,177,331,0.05195843325339728,50.8,33.1,acbba_entry:331;collision_intent:90;state:87,0.25,0.22058823529411775,known_visit_core_500,10,4,8
155,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,68.38083950891293,68.38083950891293,3,3,3,81,27,80,5,4,15,1,427,0,449,1282,62,88,361,173,276,0.05740740740740741,44.9,27.6,acbba_entry:276;collision_intent:88;state:85,0.44999999999999996,0.1312500000000001,known_visit_core_500,10,4,8
156,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,48.7698806542413,48.7698806542413,0,0,0,97,28,98,3,13,1,1,265,0,651,1866,84,101,550,202,449,0.051001821493624776,65.1,44.9,acbba_entry:449;collision_intent:101;state:101,0.25,0.08163265306122458,known_visit_core_500,10,4,8
157,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,39.36257741692055,39.36257741692055,1,1,1,75,23,77,2,3,0,0,221,0,402,1143,57,81,321,160,242,0.059375,40.2,24.2,acbba_entry:242;collision_intent:81;state:79,0.25,0.12662337662337664,known_visit_core_500,10,4,8
158,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,68.08604975998946,68.08604975998946,2,2,2,87,40,80,11,4,0,0,437,0,427,1228,50,91,336,182,245,0.04975124378109453,42.7,24.5,acbba_entry:245;collision_intent:91;state:91,0.25,0.26875000000000004,known_visit_core_500,10,4,8
159,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,77.18541105658605,77.18541105658605,0,0,0,64,45,68,0,3,0,0,537,0,327,950,28,68,259,136,191,0.03617571059431524,32.7,19.1,acbba_entry:191;collision_intent:68;state:68,0.55,0.4779411764705883,known_visit_core_500,10,4,8
160,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.317803943242794,44.317803943242794,0,0,0,73,26,76,1,4,0,0,267,0,391,1122,48,81,310,158,233,0.05177993527508091,39.1,23.3,acbba_entry:233;collision_intent:81;state:77,0.25,0.18421052631578938,known_visit_core_500,10,4,8
161,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,74.53266723216423,74.53266723216423,0,0,0,105,39,105,4,6,2,2,462,0,716,2060,86,115,601,224,492,0.04775124930594114,71.6,49.2,acbba_entry:492;collision_intent:115;state:109,0.3500000000000001,0.20714285714285707,known_visit_core_500,10,4,8
162,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,62.8047362416201,62.8047362416201,4,4,4,105,36,90,19,14,1,1,370,0,548,1580,61,112,436,221,327,0.04674329501915709,54.8,32.7,acbba_entry:327;collision_intent:112;state:109,0.25,0.1333333333333333,known_visit_core_500,10,4,8
163,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,31.558632003465927,31.558632003465927,0,0,0,68,19,72,0,8,3,1,168,0,468,1331,70,73,395,145,323,0.05922165820642978,46.8,32.3,acbba_entry:323;collision_intent:73;state:72,0.30000000000000004,0.05555555555555558,known_visit_core_500,10,4,8
164,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,49.837130747409766,49.837130747409766,0,0,0,80,29,83,1,8,2,2,303,0,461,1325,55,85,376,169,292,0.04888888888888889,46.1,29.2,acbba_entry:292;collision_intent:85;state:84,0.3500000000000001,0.21987951807228923,known_visit_core_500,10,4,8
165,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,42.123069556552785,42.123069556552785,0,0,0,74,21,76,2,4,0,0,242,0,446,1281,54,81,365,159,287,0.04945054945054945,44.6,28.7,acbba_entry:287;collision_intent:81;state:78,0.25,0.09210526315789469,known_visit_core_500,10,4,8
166,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,69.26550356456144,69.26550356456144,2,2,2,91,32,85,10,8,0,0,440,0,670,1912,95,100,570,195,475,0.05565319273579379,67.0,47.5,acbba_entry:475;collision_intent:100;state:95,0.30000000000000004,0.2264705882352942,known_visit_core_500,10,4,8
167,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,46.15902435149053,46.15902435149053,0,0,0,82,27,85,1,12,0,0,262,0,568,1631,70,90,478,176,392,0.04891684136967156,56.8,39.2,acbba_entry:392;collision_intent:90;state:86,0.25,0.14411764705882346,known_visit_core_500,10,4,8
168,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,38.45635253710749,38.45635253710749,1,1,1,78,21,78,4,7,0,0,209,0,504,1442,67,86,418,168,336,0.053557154276578735,50.4,33.6,acbba_entry:336;collision_intent:86;state:82,0.25,0.05769230769230771,known_visit_core_500,10,4,8
169,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.54548972461265,59.54548972461265,1,1,1,53,35,53,4,1,0,0,410,0,270,776,31,56,214,113,157,0.048513302034428794,27.0,15.7,acbba_entry:157;collision_intent:56;state:57,0.6000000000000001,0.5141509433962264,known_visit_core_500,10,4,8
170,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,103.62284302237944,103.62284302237944,1,1,1,92,59,94,2,6,63,1,630,0,494,1422,57,97,397,193,301,0.047979797979797977,49.4,30.1,acbba_entry:301;collision_intent:97;state:96,0.44999999999999996,0.45744680851063824,known_visit_core_500,10,4,8
171,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,50.059229763589045,50.059229763589045,0,0,0,75,22,79,0,2,0,0,305,0,435,1256,46,80,355,159,276,0.04331450094161959,43.5,27.6,acbba_entry:276;collision_intent:80;state:79,0.25,0.06012658227848111,known_visit_core_500,10,4,8
172,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,49.56888474827619,49.56888474827619,0,0,0,78,28,82,0,4,0,0,299,0,419,1206,48,81,338,163,256,0.04747774480712166,41.9,25.6,acbba_entry:256;collision_intent:81;state:82,0.30000000000000004,0.10975609756097571,known_visit_core_500,10,4,8
173,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,49.69440117339599,49.69440117339599,0,0,0,90,25,92,2,4,3,2,288,0,523,1504,62,99,424,193,330,0.04885736800630418,52.3,33.0,acbba_entry:330;collision_intent:99;state:94,0.10000000000000009,0.059782608695652106,known_visit_core_500,10,4,8
174,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,52.698403337082546,52.698403337082546,0,0,0,84,26,85,3,9,2,2,317,0,689,1988,76,94,595,182,507,0.04264870931537598,68.9,50.7,acbba_entry:507;collision_intent:94;state:88,0.25,0.10882352941176476,known_visit_core_500,10,4,8
175,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,49.47579029906304,49.47579029906304,0,0,0,62,29,66,0,1,0,0,320,0,368,1059,42,66,302,132,236,0.046511627906976744,36.8,23.6,acbba_entry:236;collision_intent:66;state:66,0.25,0.26515151515151514,known_visit_core_500,10,4,8
176,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,48.10537907710907,48.10537907710907,0,0,0,95,29,96,3,18,0,0,264,0,590,1699,68,101,489,200,390,0.04644808743169399,59.0,39.0,acbba_entry:390;collision_intent:101;state:99,0.30000000000000004,0.08854166666666674,known_visit_core_500,10,4,8
177,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,36.29742388672647,36.29742388672647,0,0,0,71,21,75,0,6,1,1,202,0,471,1350,60,82,389,157,314,0.05154639175257732,47.1,31.4,acbba_entry:314;collision_intent:82;state:75,0.1499999999999999,0.06333333333333324,known_visit_core_500,10,4,8
178,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,58.32266018333049,58.32266018333049,1,1,1,103,29,104,3,10,1,1,339,0,680,1967,70,118,562,225,455,0.041592394533571005,68.0,45.5,acbba_entry:455;collision_intent:118;state:107,0.1499999999999999,0.05288461538461542,known_visit_core_500,10,4,8
179,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,57.35230540693471,57.35230540693471,3,3,3,118,33,99,23,10,0,0,306,0,640,1833,84,125,515,247,393,0.054474708171206226,64.0,39.3,acbba_entry:393;collision_intent:125;state:122,0.10000000000000009,0.11363636363636354,known_visit_core_500,10,4,8
180,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,74.8300954430373,74.8300954430373,3,3,3,85,43,80,9,9,0,0,490,0,487,1402,56,88,399,177,310,0.04690117252931323,48.7,31.0,acbba_entry:310;collision_intent:88;state:89,0.3500000000000001,0.3062499999999999,known_visit_core_500,10,4,8
181,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,40.65347616337969,40.65347616337969,0,0,0,74,24,78,0,9,0,0,233,0,409,1163,61,79,330,157,252,0.06180344478216818,40.9,25.2,acbba_entry:252;collision_intent:79;state:78,0.10000000000000009,0.14743589743589736,known_visit_core_500,10,4,8
182,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,52.47848943436634,52.47848943436634,0,0,0,61,31,65,0,0,0,0,342,0,329,946,38,65,264,130,199,0.048162230671736375,32.9,19.9,acbba_entry:199;collision_intent:65;state:65,0.3500000000000001,0.273076923076923,known_visit_core_500,10,4,8
183,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,40.13769939206159,40.13769939206159,1,1,1,67,23,68,3,6,1,1,238,0,391,1117,54,72,319,143,248,0.05654450261780105,39.1,24.8,acbba_entry:248;collision_intent:72;state:71,0.3500000000000001,0.1691176470588236,known_visit_core_500,10,4,8
184,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.268423139531194,59.268423139531194,1,1,1,79,34,80,3,4,0,0,377,0,434,1231,68,83,351,166,268,0.06476190476190476,43.4,26.8,acbba_entry:268;collision_intent:83;state:83,0.3999999999999999,0.21875,known_visit_core_500,10,4,8
185,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,49.785132371869146,49.785132371869146,1,1,1,82,28,80,6,11,0,0,295,0,557,1612,56,88,469,174,383,0.039886039886039885,55.7,38.3,acbba_entry:383;collision_intent:88;state:86,0.25,0.1499999999999999,known_visit_core_500,10,4,8
186,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,50.524673657592864,50.524673657592864,0,0,0,60,29,63,1,5,0,0,330,0,386,1112,43,65,321,129,257,0.04479166666666667,38.6,25.7,acbba_entry:257;collision_intent:65;state:64,0.44999999999999996,0.2658730158730158,known_visit_core_500,10,4,8
187,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,46.08694359479202,46.08694359479202,2,2,2,82,27,80,6,4,0,0,265,0,453,1299,57,86,367,172,281,0.05191256830601093,45.3,28.1,acbba_entry:281;collision_intent:86;state:86,0.1499999999999999,0.11250000000000004,known_visit_core_500,10,4,8
188,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,60.46377593898446,60.46377593898446,0,0,0,54,35,58,0,2,0,0,419,0,275,789,33,59,216,117,158,0.05116279069767442,27.5,15.8,acbba_entry:158;collision_intent:59;state:58,0.3999999999999999,0.4224137931034482,known_visit_core_500,10,4,8
189,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,58.56959057672992,58.56959057672992,1,1,1,89,34,89,4,11,0,0,357,0,545,1564,68,98,447,191,354,0.05082212257100149,54.5,35.4,acbba_entry:354;collision_intent:98;state:93,0.3500000000000001,0.1938202247191012,known_visit_core_500,10,4,8
190,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,54.33298266777791,54.33298266777791,1,1,1,105,30,104,5,15,8,8,314,0,666,1919,76,118,548,227,439,0.04631322364411944,66.6,43.9,acbba_entry:439;collision_intent:118;state:109,0.25,0.09134615384615374,known_visit_core_500,10,4,8
191,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,43.61529608253947,43.61529608253947,1,1,1,72,26,75,1,5,0,0,257,0,435,1253,49,77,358,153,282,0.0457516339869281,43.5,28.2,acbba_entry:282;collision_intent:77;state:76,0.25,0.21666666666666656,known_visit_core_500,10,4,8
192,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,40.93275172362417,40.93275172362417,0,0,0,65,23,69,0,2,0,0,244,0,359,1038,36,72,287,141,218,0.04195804195804196,35.9,21.8,acbba_entry:218;collision_intent:72;state:69,0.30000000000000004,0.1847826086956521,known_visit_core_500,10,4,8
193,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,60.57962535127697,60.57962535127697,0,0,0,100,35,100,4,10,0,0,359,0,514,1480,59,110,404,214,300,0.04880066170388751,51.4,30.0,acbba_entry:300;collision_intent:110;state:104,0.10000000000000009,0.1499999999999999,known_visit_core_500,10,4,8
194,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,74.65952627834052,74.65952627834052,2,2,2,109,36,102,11,3,0,0,455,0,556,1611,54,119,437,232,324,0.04128440366972477,55.6,32.4,acbba_entry:324;collision_intent:119;state:113,0.1499999999999999,0.15686274509803932,known_visit_core_500,10,4,8
195,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,62.027924295024505,62.027924295024505,1,1,1,96,34,98,2,6,2,1,370,0,599,1721,73,106,493,206,393,0.0494579945799458,59.9,39.3,acbba_entry:393;collision_intent:106;state:100,0.30000000000000004,0.1479591836734695,known_visit_core_500,10,4,8
196,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,39.37660496180107,39.37660496180107,2,2,2,70,23,72,2,6,1,1,229,0,450,1303,45,75,375,149,301,0.04007123775601069,45.0,30.1,acbba_entry:301;collision_intent:75;state:74,0.3500000000000001,0.15277777777777768,known_visit_core_500,10,4,8
197,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,56.20811725167047,56.20811725167047,0,0,0,84,29,84,4,9,0,0,344,0,516,1490,55,92,424,180,336,0.04334121355397951,51.6,33.6,acbba_entry:336;collision_intent:92;state:88,0.10000000000000009,0.1428571428571428,known_visit_core_500,10,4,8
198,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,46.14163093379577,46.14163093379577,1,1,1,87,26,88,3,9,0,0,259,0,532,1537,56,96,436,187,345,0.04291187739463601,53.2,34.5,acbba_entry:345;collision_intent:96;state:91,0.25,0.09090909090909083,known_visit_core_500,10,4,8
199,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,43.02638226043625,43.02638226043625,0,0,0,71,25,75,0,7,0,0,254,0,452,1304,49,75,377,150,302,0.04343971631205674,45.2,30.2,acbba_entry:302;collision_intent:75;state:75,0.3999999999999999,0.13666666666666671,known_visit_core_500,10,4,8
200,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.9026892741596,44.9026892741596,0,0,0,84,26,86,2,7,0,0,255,0,524,1500,69,88,436,176,348,0.052873563218390804,52.4,34.8,acbba_entry:348;collision_intent:88;state:88,0.10000000000000009,0.12790697674418605,known_visit_core_500,10,4,8
201,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,49.93371329144812,49.93371329144812,0,0,0,92,29,95,1,13,2,1,285,0,616,1778,67,100,516,196,420,0.04336569579288026,61.6,42.0,acbba_entry:420;collision_intent:100;state:96,0.25,0.1289473684210527,known_visit_core_500,10,4,8
202,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,104.68396517557406,104.68396517557406,2,2,2,91,45,91,4,2,0,0,720,0,419,1203,51,96,323,191,228,0.052795031055900624,41.9,22.8,acbba_entry:228;collision_intent:96;state:95,0.44999999999999996,0.33241758241758235,known_visit_core_500,10,4,8
203,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,55.02412205853305,55.02412205853305,0,0,0,68,32,71,1,2,0,0,351,0,356,1033,32,71,285,143,213,0.03755868544600939,35.6,21.3,acbba_entry:213;collision_intent:71;state:72,0.44999999999999996,0.24295774647887325,known_visit_core_500,10,4,8
204,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.504235846082935,44.504235846082935,1,1,1,90,26,93,1,9,0,0,241,0,662,1905,78,101,561,195,467,0.04642857142857143,66.2,46.7,acbba_entry:467;collision_intent:101;state:94,0.25,0.08870967741935476,known_visit_core_500,10,4,8
