trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.961299855234195,36.961299855234195,1,1,1,82,22,78,8,9,0,0,192,0,388,899,264,85,303,171,217,0.2907488986784141,38.8,21.7,collision_intent:85;dga_entry:217;state:86,0.1499999999999999,0.07692307692307687,known_visit_core_500,10,4,8
211,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.579406202143616,37.579406202143616,2,2,2,67,22,67,4,3,0,0,219,0,301,696,206,69,232,140,161,0.29640287769784174,30.1,16.1,collision_intent:69;dga_entry:161;state:71,0.25,0.17537313432835822,known_visit_core_500,10,4,8
212,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,46.52164791318763,46.52164791318763,1,1,1,100,28,102,2,9,0,0,244,0,403,921,285,102,301,206,197,0.31666666666666665,40.3,19.7,collision_intent:102;dga_entry:197;state:104,0.25,0.06862745098039214,known_visit_core_500,10,4,8
213,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,59.274321246613034,59.274321246613034,1,1,1,116,35,108,12,5,0,0,329,0,396,916,270,118,278,238,158,0.3245192307692308,39.6,15.8,collision_intent:118;dga_entry:158;state:120,0.3500000000000001,0.08333333333333326,known_visit_core_500,10,4,8
214,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,43.8944371915069,43.8944371915069,1,1,1,77,26,78,3,2,7,2,243,0,343,810,218,83,260,164,179,0.2798459563543004,34.3,17.9,collision_intent:83;dga_entry:179;state:81,0.25,0.17948717948717952,known_visit_core_500,10,4,8
215,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,62.44598109678743,62.44598109678743,2,2,2,109,36,105,8,7,2,2,365,0,437,1018,292,116,321,229,208,0.30353430353430355,43.7,20.8,collision_intent:116;dga_entry:208;state:113,0.25,0.0452380952380953,known_visit_core_500,10,4,8
216,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,48.45815428414359,48.45815428414359,2,2,2,102,29,99,7,8,3,3,264,0,347,829,210,107,240,213,134,0.2924791086350975,34.7,13.4,collision_intent:107;dga_entry:134;state:106,0.3500000000000001,0.05808080808080818,known_visit_core_500,10,4,8
217,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,57.3056274053627,57.3056274053627,5,5,5,108,33,102,10,3,1,1,322,0,355,854,208,113,242,225,130,0.28769017980636236,35.5,13.0,collision_intent:113;dga_entry:130;state:112,0.25,0.08823529411764697,known_visit_core_500,10,4,8
218,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,45.71439483592487,45.71439483592487,2,2,2,91,27,93,2,2,0,0,246,0,347,797,243,94,253,189,158,0.32058047493403696,34.7,15.8,collision_intent:94;dga_entry:158;state:95,0.30000000000000004,0.09408602150537626,known_visit_core_500,10,4,8
219,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.51427404371578,35.51427404371578,1,1,1,75,21,77,2,3,0,0,190,0,314,736,204,78,236,157,157,0.28895184135977336,31.4,15.7,collision_intent:78;dga_entry:157;state:79,0.10000000000000009,0.06818181818181812,known_visit_core_500,10,4,8
220,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,28.68949374319664,28.68949374319664,1,1,1,67,17,67,4,3,0,0,149,0,264,619,170,67,197,138,126,0.2891156462585034,26.4,12.6,collision_intent:67;dga_entry:126;state:71,0.30000000000000004,0.05597014925373145,known_visit_core_500,10,4,8
221,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,45.04408917082676,45.04408917082676,1,1,1,84,26,83,5,7,0,0,253,0,348,778,265,87,261,175,173,0.3388746803069054,34.8,17.3,collision_intent:87;dga_entry:173;state:88,0.30000000000000004,0.12349397590361444,known_visit_core_500,10,4,8
222,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,50.198737990321106,50.198737990321106,4,4,4,102,29,87,19,3,2,1,270,0,435,994,308,107,328,213,222,0.31396534148827726,43.5,22.2,collision_intent:107;dga_entry:222;state:106,0.25,0.06034482758620685,known_visit_core_500,10,4,8
223,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,32.78122623693632,32.78122623693632,1,1,1,72,20,75,1,2,0,0,173,0,266,627,169,74,192,150,116,0.29442508710801396,26.6,11.6,collision_intent:74;dga_entry:116;state:76,0.10000000000000009,0.050000000000000044,known_visit_core_500,10,4,8
224,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,44.46396235669149,44.46396235669149,1,1,1,85,26,88,1,6,0,0,249,0,392,898,277,89,303,178,214,0.30506607929515417,39.2,21.4,collision_intent:89;dga_entry:214;state:89,0.3500000000000001,0.09090909090909083,known_visit_core_500,10,4,8
225,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.38208033969472,38.38208033969472,0,0,0,82,23,85,1,2,0,0,205,0,319,727,229,85,234,171,148,0.32667617689015693,31.9,14.8,collision_intent:85;dga_entry:148;state:86,0.1499999999999999,0.07941176470588229,known_visit_core_500,10,4,8
226,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,46.93820385951953,46.93820385951953,2,2,2,90,27,91,3,3,3,2,256,0,360,836,241,96,264,190,170,0.30544993662864384,36.0,17.0,collision_intent:96;dga_entry:170;state:94,0.3999999999999999,0.06868131868131866,known_visit_core_500,10,4,8
227,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,39.17563104988444,39.17563104988444,1,1,1,77,22,74,7,4,1,1,216,0,365,830,263,83,282,164,201,0.31161137440758296,36.5,20.1,collision_intent:83;dga_entry:201;state:81,0.30000000000000004,0.08783783783783794,known_visit_core_500,10,4,8
228,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,42.165119799133855,42.165119799133855,2,2,2,82,25,84,2,5,3,1,233,0,335,789,214,85,250,171,164,0.28609625668449196,33.5,16.4,collision_intent:85;dga_entry:164;state:86,0.1499999999999999,0.13095238095238093,known_visit_core_500,10,4,8
229,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,52.71748289632173,52.71748289632173,2,2,2,111,31,106,9,2,2,1,281,0,351,829,222,115,236,230,121,0.31444759206798867,35.1,12.1,collision_intent:115;dga_entry:121;state:115,0.25,0.05188679245283012,known_visit_core_500,10,4,8
230,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.953356411816614,38.953356411816614,1,1,1,87,23,88,3,3,0,0,203,0,330,783,204,89,241,180,150,0.2833333333333333,33.0,15.0,collision_intent:89;dga_entry:150;state:91,0.30000000000000004,0.02840909090909083,known_visit_core_500,10,4,8
231,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,49.993124793547985,49.993124793547985,1,1,1,105,29,106,3,1,2,2,270,0,348,829,214,110,238,219,129,0.30014025245441794,34.8,12.9,collision_intent:110;dga_entry:129;state:109,0.10000000000000009,0.061320754716981174,known_visit_core_500,10,4,8
232,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.80581916887802,38.80581916887802,1,1,1,77,23,77,4,4,0,0,218,0,310,710,219,78,232,159,151,0.31510791366906477,31.0,15.1,collision_intent:78;dga_entry:151;state:81,0.25,0.15909090909090917,known_visit_core_500,10,4,8
233,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,46.0548023619221,46.0548023619221,0,0,0,89,27,85,8,4,0,0,258,0,387,893,266,91,296,184,203,0.3002257336343115,38.7,20.3,collision_intent:91;dga_entry:203;state:93,0.1499999999999999,0.10294117647058831,known_visit_core_500,10,4,8
234,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,47.444821428082676,47.444821428082676,1,1,1,95,28,97,2,3,6,5,258,0,383,872,276,104,279,203,180,0.33014354066985646,38.3,18.0,collision_intent:104;dga_entry:180;state:99,0.3999999999999999,0.09536082474226815,known_visit_core_500,10,4,8
235,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.50500975347287,40.50500975347287,1,1,1,82,24,84,2,1,0,0,218,0,268,656,146,85,183,171,97,0.26691042047531993,26.8,9.7,collision_intent:85;dga_entry:97;state:86,0.1499999999999999,0.029761904761904656,known_visit_core_500,10,4,8
236,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.41209978876888,40.41209978876888,1,1,1,76,24,78,2,1,0,0,228,0,336,777,230,80,256,160,176,0.29986962190352023,33.6,17.6,collision_intent:80;dga_entry:176;state:80,0.3999999999999999,0.10897435897435903,known_visit_core_500,10,4,8
237,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,59.409404766209036,59.409404766209036,4,4,4,128,35,104,28,8,0,0,305,0,432,1009,286,132,300,264,168,0.3181312569521691,43.2,16.8,collision_intent:132;dga_entry:168;state:132,0.10000000000000009,0.03846153846153855,known_visit_core_500,10,4,8
238,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,30.464294850149724,30.464294850149724,2,2,2,65,18,66,3,1,0,0,164,0,338,780,231,67,271,136,202,0.2851851851851852,33.8,20.2,collision_intent:67;dga_entry:202;state:69,0.25,0.10606060606060597,known_visit_core_500,10,4,8
239,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,30.666350586417188,30.666350586417188,1,1,1,69,18,70,3,1,0,0,162,0,270,623,184,71,199,144,126,0.30976430976430974,27.0,12.6,collision_intent:71;dga_entry:126;state:73,0.25,0.05714285714285716,known_visit_core_500,10,4,8
240,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.30180873426191,38.30180873426191,0,0,0,77,23,81,0,2,6,1,208,0,263,631,156,81,182,162,101,0.2867647058823529,26.3,10.1,collision_intent:81;dga_entry:101;state:81,0.1499999999999999,0.095679012345679,known_visit_core_500,10,4,8
241,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,34.1884394422452,34.1884394422452,0,0,0,76,20,78,2,3,1,1,184,0,305,718,194,79,226,159,146,0.2874074074074074,30.5,14.6,collision_intent:79;dga_entry:146;state:80,0.25,0.03205128205128216,known_visit_core_500,10,4,8
242,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.094797886614984,37.094797886614984,0,0,0,82,22,84,2,8,0,0,193,0,387,886,274,85,302,171,216,0.3027624309392265,38.7,21.6,collision_intent:85;dga_entry:216;state:86,0.10000000000000009,0.04761904761904767,known_visit_core_500,10,4,8
243,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.656319802842354,38.656319802842354,3,3,3,76,23,77,3,4,0,0,213,0,359,816,259,80,279,160,199,0.31017964071856285,35.9,19.9,collision_intent:80;dga_entry:199;state:80,0.44999999999999996,0.12012987012987009,known_visit_core_500,10,4,8
244,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,48.22980470128102,48.22980470128102,1,1,1,91,28,89,6,5,15,2,254,0,345,799,234,98,247,193,152,0.3166441136671177,34.5,15.2,collision_intent:98;dga_entry:152;state:95,0.1499999999999999,0.098314606741573,known_visit_core_500,10,4,8
245,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.42684810192183,36.42684810192183,1,1,1,78,22,79,3,1,0,0,193,0,290,693,174,80,210,162,128,0.27751196172248804,29.0,12.8,collision_intent:80;dga_entry:128;state:82,0.10000000000000009,0.07278481012658222,known_visit_core_500,10,4,8
246,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.7386850068108,37.7386850068108,1,1,1,82,22,80,6,0,0,0,197,0,289,699,165,86,203,172,117,0.2722772277227723,28.9,11.7,collision_intent:86;dga_entry:117;state:86,0.10000000000000009,0.03125,known_visit_core_500,10,4,8
247,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.144892790609454,37.144892790609454,1,1,1,60,21,63,1,2,0,0,223,0,282,645,199,64,218,128,154,0.3052147239263804,28.2,15.4,collision_intent:64;dga_entry:154;state:64,0.25,0.21825396825396814,known_visit_core_500,10,4,8
248,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.72336705069221,35.72336705069221,0,0,0,72,21,75,1,5,0,0,193,0,325,753,220,75,250,151,174,0.29411764705882354,32.5,17.4,collision_intent:75;dga_entry:174;state:76,0.10000000000000009,0.050000000000000044,known_visit_core_500,10,4,8
249,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,44.111330687153185,44.111330687153185,3,3,3,82,26,82,4,6,1,1,250,0,402,915,288,87,315,173,229,0.3057324840764331,40.2,22.9,collision_intent:87;dga_entry:229;state:86,0.25,0.14634146341463405,known_visit_core_500,10,4,8
250,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.60254865387514,40.60254865387514,1,1,1,81,24,84,1,1,0,0,220,0,294,686,194,84,210,169,125,0.3089171974522293,29.4,12.5,collision_intent:84;dga_entry:125;state:85,0.10000000000000009,0.08928571428571419,known_visit_core_500,10,4,8
251,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,39.367944056482735,39.367944056482735,0,0,0,78,23,82,0,2,0,0,220,0,289,694,171,82,207,164,125,0.2762520193861066,28.9,12.5,collision_intent:82;dga_entry:125;state:82,0.25,0.0792682926829269,known_visit_core_500,10,4,8
252,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,30.4072749266663,30.4072749266663,1,1,1,66,18,69,1,3,0,0,162,0,315,705,239,68,247,138,177,0.32297297297297295,31.5,17.7,collision_intent:68;dga_entry:177;state:70,0.25,0.06884057971014501,known_visit_core_500,10,4,8
253,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.56628518004718,36.56628518004718,1,1,1,67,22,70,1,2,0,0,206,0,315,724,219,71,244,142,173,0.3,31.5,17.3,collision_intent:71;dga_entry:173;state:71,0.1499999999999999,0.1428571428571428,known_visit_core_500,10,4,8
254,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,30.005224632967145,30.005224632967145,0,0,0,60,18,64,0,2,0,0,167,0,265,596,197,62,203,126,139,0.3245469522240527,26.5,13.9,collision_intent:62;dga_entry:139;state:64,0.10000000000000009,0.125,known_visit_core_500,10,4,8
255,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,51.388187435544175,51.388187435544175,3,3,3,119,31,115,8,7,0,0,258,0,407,950,268,121,286,244,163,0.3134502923976608,40.7,16.3,collision_intent:121;dga_entry:163;state:123,0.25,0.04130434782608705,known_visit_core_500,10,4,8
256,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.2150276854388,37.2150276854388,0,0,0,66,22,70,0,2,0,0,218,0,261,621,161,70,191,140,121,0.28146853146853146,26.1,12.1,collision_intent:70;dga_entry:121;state:70,0.1499999999999999,0.12142857142857144,known_visit_core_500,10,4,8
257,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,45.34700882894237,45.34700882894237,1,1,1,102,27,98,8,5,0,0,233,0,405,921,292,103,302,209,196,0.3230088495575221,40.5,19.6,collision_intent:103;dga_entry:196;state:106,0.25,0.05612244897959173,known_visit_core_500,10,4,8
258,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,57.77458773712638,57.77458773712638,5,5,5,130,33,108,26,7,1,1,299,0,454,1052,309,134,320,268,186,0.3222106360792492,45.4,18.6,collision_intent:134;dga_entry:186;state:134,0.3500000000000001,0.07407407407407418,known_visit_core_500,10,4,8
259,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.585786246406414,40.585786246406414,1,1,1,71,24,71,4,7,0,0,238,0,359,831,245,74,285,149,210,0.28688524590163933,35.9,21.0,collision_intent:74;dga_entry:210;state:75,0.25,0.16549295774647876,known_visit_core_500,10,4,8
260,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.72813920332866,35.72813920332866,2,2,2,76,21,78,2,2,4,2,189,0,285,677,175,80,205,160,125,0.28594771241830064,28.5,12.5,collision_intent:80;dga_entry:125;state:80,0.1499999999999999,0.05128205128205132,known_visit_core_500,10,4,8
261,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,32.51568844019984,32.51568844019984,2,2,2,74,19,73,5,0,0,0,168,0,231,559,131,75,156,153,78,0.2817204301075269,23.1,7.8,collision_intent:75;dga_entry:78;state:78,0.44999999999999996,0.05821917808219168,known_visit_core_500,10,4,8
262,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.757267732332956,36.757267732332956,2,2,2,80,22,80,4,9,0,0,194,0,334,756,244,82,252,166,168,0.32360742705570295,33.4,16.8,collision_intent:82;dga_entry:168;state:84,0.30000000000000004,0.05624999999999991,known_visit_core_500,10,4,8
263,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.39392514146435,35.39392514146435,2,2,2,72,21,73,3,1,0,0,195,0,300,684,214,75,225,151,149,0.3179791976225854,30.0,14.9,collision_intent:75;dga_entry:149;state:76,0.25,0.07876712328767121,known_visit_core_500,10,4,8
264,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,24.589278839089417,24.589278839089417,1,1,1,53,15,56,1,4,0,0,136,0,261,597,180,55,206,112,149,0.2926829268292683,26.1,14.9,collision_intent:55;dga_entry:149;state:57,0.25,0.0714285714285714,known_visit_core_500,10,4,8
265,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,41.78019901261345,41.78019901261345,0,0,0,86,25,88,2,2,0,0,228,0,343,805,222,88,255,178,165,0.290956749672346,34.3,16.5,collision_intent:88;dga_entry:165;state:90,0.30000000000000004,0.11931818181818188,known_visit_core_500,10,4,8
266,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,52.44481483887254,52.44481483887254,4,4,4,114,31,103,15,4,3,2,274,0,409,990,232,121,288,239,170,0.2691415313225058,40.9,17.0,collision_intent:121;dga_entry:170;state:118,0.1499999999999999,0.031553398058252524,known_visit_core_500,10,4,8
267,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.298006510200715,35.298006510200715,1,1,1,71,21,72,3,2,0,0,195,0,270,645,164,73,197,148,122,0.27796610169491526,27.0,12.2,collision_intent:73;dga_entry:122;state:75,0.10000000000000009,0.11111111111111116,known_visit_core_500,10,4,8
268,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.16807345870062,35.16807345870062,0,0,0,68,21,72,0,5,0,0,193,0,350,806,242,71,279,143,207,0.2898203592814371,35.0,20.7,collision_intent:71;dga_entry:207;state:72,0.1499999999999999,0.11805555555555558,known_visit_core_500,10,4,8
269,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,41.93895783582288,41.93895783582288,1,1,1,84,23,84,4,7,0,0,230,0,391,900,272,88,303,176,215,0.29955947136563876,39.1,21.5,collision_intent:88;dga_entry:215;state:88,0.25,0.10119047619047628,known_visit_core_500,10,4,8
270,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,32.738811354048,32.738811354048,1,1,1,76,19,77,3,4,0,0,168,0,296,685,200,76,220,156,140,0.30441400304414,29.6,14.0,collision_intent:76;dga_entry:140;state:80,0.25,0.02922077922077926,known_visit_core_500,10,4,8
271,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.02652644430392,35.02652644430392,1,1,1,72,21,74,2,2,0,0,190,0,257,612,156,75,182,151,106,0.287292817679558,25.7,10.6,collision_intent:75;dga_entry:106;state:76,0.1499999999999999,0.11486486486486491,known_visit_core_500,10,4,8
272,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,46.65064649046866,46.65064649046866,2,2,2,101,28,97,8,8,2,2,249,0,460,1053,324,105,355,210,250,0.3050847457627119,46.0,25.0,collision_intent:105;dga_entry:250;state:105,0.25,0.07989690721649478,known_visit_core_500,10,4,8
273,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.46391779750615,40.46391779750615,2,2,2,92,24,84,12,8,4,2,207,0,359,838,237,94,265,190,169,0.2988650693568726,35.9,16.9,collision_intent:94;dga_entry:169;state:96,0.25,0.06547619047619047,known_visit_core_500,10,4,8
274,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,32.74792724075109,32.74792724075109,2,2,2,68,20,68,4,1,0,0,177,0,272,618,196,70,202,142,130,0.32450331125827814,27.2,13.0,collision_intent:70;dga_entry:130;state:72,0.25,0.06617647058823528,known_visit_core_500,10,4,8
275,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,39.834328139403766,39.834328139403766,1,1,1,87,24,87,4,2,1,1,207,0,337,772,238,90,247,181,156,0.3216216216216216,33.7,15.6,collision_intent:90;dga_entry:156;state:91,0.1499999999999999,0.04885057471264376,known_visit_core_500,10,4,8
276,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,33.41570604171055,33.41570604171055,0,0,0,77,20,79,2,5,1,1,169,0,349,803,225,80,269,161,188,0.28445006321112515,34.9,18.8,collision_intent:80;dga_entry:188;state:81,0.25,0.028481012658227778,known_visit_core_500,10,4,8
277,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,30.687874839551036,30.687874839551036,0,0,0,54,18,58,0,1,0,0,179,0,270,625,180,57,213,115,155,0.282574568288854,27.0,15.5,collision_intent:57;dga_entry:155;state:58,0.25,0.1637931034482758,known_visit_core_500,10,4,8
278,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.55282869578213,40.55282869578213,1,1,1,64,23,66,2,6,4,2,242,0,328,759,223,68,260,136,192,0.2866323907455013,32.8,19.2,collision_intent:68;dga_entry:192;state:68,0.3500000000000001,0.23484848484848486,known_visit_core_500,10,4,8
279,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,52.28692210787943,52.28692210787943,0,0,0,72,31,73,3,3,0,0,327,0,312,734,199,76,236,152,160,0.2822695035460993,31.2,16.0,collision_intent:76;dga_entry:160;state:76,0.1499999999999999,0.23630136986301364,known_visit_core_500,10,4,8
280,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,29.568294794753328,29.568294794753328,0,0,0,62,18,66,0,4,0,0,164,0,255,592,171,63,192,129,126,0.2979094076655052,25.5,12.6,collision_intent:63;dga_entry:126;state:66,0.10000000000000009,0.10606060606060597,known_visit_core_500,10,4,8
281,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,34.97542204958544,34.97542204958544,1,1,1,77,21,79,2,0,0,0,184,0,299,698,197,80,219,161,138,0.300763358778626,29.9,13.8,collision_intent:80;dga_entry:138;state:81,0.25,0.04113924050632911,known_visit_core_500,10,4,8
